filename,width,height,class,xmin,ymin,xmax,ymax
abraham_grampa_simpson_0078.jpg,288,432,abraham_grampa_simpson,24,64,207,425
abraham_grampa_simpson_0079.jpg,288,432,abraham_grampa_simpson,28,35,266,425
abraham_grampa_simpson_0080.jpg,288,416,abraham_grampa_simpson,68,114,281,406
abraham_grampa_simpson_0081.jpg,288,416,abraham_grampa_simpson,18,52,212,408
abraham_grampa_simpson_0082.jpg,288,416,abraham_grampa_simpson,92,20,286,399
abraham_grampa_simpson_0083.jpg,288,416,abraham_grampa_simpson,60,105,277,349
abraham_grampa_simpson_0084.jpg,288,416,abraham_grampa_simpson,60,61,272,329
abraham_grampa_simpson_0085.jpg,288,416,abraham_grampa_simpson,6,173,177,408
abraham_grampa_simpson_0086.jpg,288,416,abraham_grampa_simpson,93,77,284,398
abraham_grampa_simpson_0087.jpg,288,416,abraham_grampa_simpson,91,12,270,275
abraham_grampa_simpson_0088.jpg,576,416,abraham_grampa_simpson,230,73,489,409
abraham_grampa_simpson_0089.jpg,288,416,abraham_grampa_simpson,46,108,268,405
abraham_grampa_simpson_0090.jpg,256,284,abraham_grampa_simpson,27,25,142,157
abraham_grampa_simpson_0091.jpg,288,416,abraham_grampa_simpson,32,60,212,411
abraham_grampa_simpson_0092.jpg,576,416,abraham_grampa_simpson,2,6,462,413
abraham_grampa_simpson_0093.jpg,288,416,abraham_grampa_simpson,120,124,244,322
abraham_grampa_simpson_0094.jpg,288,416,abraham_grampa_simpson,3,2,276,408
abraham_grampa_simpson_0095.jpg,288,416,abraham_grampa_simpson,10,111,280,404
abraham_grampa_simpson_0096.jpg,288,416,abraham_grampa_simpson,50,47,283,322
abraham_grampa_simpson_0097.jpg,288,416,abraham_grampa_simpson,33,115,261,408
abraham_grampa_simpson_0098.jpg,288,416,abraham_grampa_simpson,46,88,234,388
abraham_grampa_simpson_0099.jpg,288,416,abraham_grampa_simpson,6,55,214,271
abraham_grampa_simpson_0101.jpg,288,416,abraham_grampa_simpson,5,53,171,407
abraham_grampa_simpson_0102.jpg,288,416,abraham_grampa_simpson,45,85,197,407
abraham_grampa_simpson_0103.jpg,576,416,abraham_grampa_simpson,131,11,488,410
abraham_grampa_simpson_0104.jpg,576,416,abraham_grampa_simpson,164,10,397,392
abraham_grampa_simpson_0105.jpg,288,416,abraham_grampa_simpson,41,13,263,406
abraham_grampa_simpson_0106.jpg,576,416,abraham_grampa_simpson,94,60,467,405
abraham_grampa_simpson_0107.jpg,576,416,abraham_grampa_simpson,178,10,570,409
abraham_grampa_simpson_0109.jpg,288,416,abraham_grampa_simpson,18,42,278,396
abraham_grampa_simpson_0110.jpg,288,416,abraham_grampa_simpson,90,14,279,401
abraham_grampa_simpson_0111.jpg,288,416,abraham_grampa_simpson,15,35,223,401
abraham_grampa_simpson_0112.jpg,288,416,abraham_grampa_simpson,36,77,277,405
abraham_grampa_simpson_0113.jpg,288,416,abraham_grampa_simpson,38,6,232,407
abraham_grampa_simpson_0114.jpg,576,416,abraham_grampa_simpson,79,37,416,400
abraham_grampa_simpson_0115.jpg,576,416,abraham_grampa_simpson,116,4,444,406
abraham_grampa_simpson_0116.jpg,576,416,abraham_grampa_simpson,117,17,448,406
abraham_grampa_simpson_0117.jpg,576,416,abraham_grampa_simpson,65,4,488,414
abraham_grampa_simpson_0118.jpg,576,416,abraham_grampa_simpson,47,35,421,409
abraham_grampa_simpson_0119.jpg,288,416,abraham_grampa_simpson,21,113,274,400
abraham_grampa_simpson_0120.jpg,288,416,abraham_grampa_simpson,5,0,270,399
abraham_grampa_simpson_0121.jpg,288,416,abraham_grampa_simpson,12,42,227,405
abraham_grampa_simpson_0122.jpg,576,416,abraham_grampa_simpson,189,14,542,405
abraham_grampa_simpson_0123.jpg,576,416,abraham_grampa_simpson,5,4,331,405
abraham_grampa_simpson_0124.jpg,288,416,abraham_grampa_simpson,7,94,249,408
abraham_grampa_simpson_0125.jpg,288,416,abraham_grampa_simpson,98,144,276,402
abraham_grampa_simpson_0126.jpg,576,416,abraham_grampa_simpson,134,75,376,406
abraham_grampa_simpson_0127.jpg,288,416,abraham_grampa_simpson,0,122,249,315
abraham_grampa_simpson_0128.jpg,288,416,abraham_grampa_simpson,3,4,280,406
abraham_grampa_simpson_0129.jpg,288,416,abraham_grampa_simpson,54,34,233,407
abraham_grampa_simpson_0130.jpg,288,416,abraham_grampa_simpson,134,105,280,406
abraham_grampa_simpson_0131.jpg,576,416,abraham_grampa_simpson,178,13,529,409
abraham_grampa_simpson_0132.jpg,576,416,abraham_grampa_simpson,180,14,495,409
abraham_grampa_simpson_0133.jpg,576,416,abraham_grampa_simpson,91,11,468,349
abraham_grampa_simpson_0134.jpg,576,416,abraham_grampa_simpson,33,29,451,411
abraham_grampa_simpson_0135.jpg,576,416,abraham_grampa_simpson,174,35,393,394
abraham_grampa_simpson_0136.jpg,288,416,abraham_grampa_simpson,26,85,191,399
abraham_grampa_simpson_0137.jpg,288,416,abraham_grampa_simpson,15,92,230,384
abraham_grampa_simpson_0138.jpg,576,416,abraham_grampa_simpson,193,14,556,403
abraham_grampa_simpson_0139.jpg,288,432,abraham_grampa_simpson,4,103,158,421
abraham_grampa_simpson_0140.jpg,288,416,abraham_grampa_simpson,37,133,250,408
abraham_grampa_simpson_0141.jpg,288,416,abraham_grampa_simpson,55,82,175,396
abraham_grampa_simpson_0142.jpg,288,416,abraham_grampa_simpson,60,66,263,320
abraham_grampa_simpson_0143.jpg,288,416,abraham_grampa_simpson,21,8,242,401
abraham_grampa_simpson_0144.jpg,640,480,abraham_grampa_simpson,129,19,422,470
abraham_grampa_simpson_0145.jpg,640,480,abraham_grampa_simpson,193,23,513,425
abraham_grampa_simpson_0146.jpg,576,416,abraham_grampa_simpson,146,34,428,409
abraham_grampa_simpson_0147.jpg,576,416,abraham_grampa_simpson,140,52,411,402
abraham_grampa_simpson_0148.jpg,256,379,abraham_grampa_simpson,61,66,225,278
abraham_grampa_simpson_0149.jpg,320,480,abraham_grampa_simpson,76,54,264,463
abraham_grampa_simpson_0150.jpg,288,416,abraham_grampa_simpson,51,5,284,401
abraham_grampa_simpson_0151.jpg,320,480,abraham_grampa_simpson,37,71,314,405
abraham_grampa_simpson_0152.jpg,320,464,abraham_grampa_simpson,143,115,311,384
abraham_grampa_simpson_0153.jpg,288,416,abraham_grampa_simpson,73,69,197,379
abraham_grampa_simpson_0154.jpg,320,464,abraham_grampa_simpson,123,92,301,387
abraham_grampa_simpson_0155.jpg,496,368,abraham_grampa_simpson,128,26,402,343
abraham_grampa_simpson_0156.jpg,496,368,abraham_grampa_simpson,107,32,414,359
abraham_grampa_simpson_0157.jpg,640,480,abraham_grampa_simpson,155,14,457,457
abraham_grampa_simpson_0158.jpg,640,480,abraham_grampa_simpson,167,16,541,474
abraham_grampa_simpson_0159.jpg,256,379,abraham_grampa_simpson,4,54,169,357
abraham_grampa_simpson_0160.jpg,320,480,abraham_grampa_simpson,1,28,208,463
abraham_grampa_simpson_0161.jpg,320,480,abraham_grampa_simpson,46,59,256,470
abraham_grampa_simpson_0162.jpg,320,480,abraham_grampa_simpson,53,44,297,463
abraham_grampa_simpson_0163.jpg,320,480,abraham_grampa_simpson,134,16,310,462
abraham_grampa_simpson_0164.jpg,288,416,abraham_grampa_simpson,1,7,167,406
abraham_grampa_simpson_0165.jpg,288,416,abraham_grampa_simpson,137,4,286,407
abraham_grampa_simpson_0166.jpg,312,352,abraham_grampa_simpson,13,58,229,338
abraham_grampa_simpson_0168.jpg,288,416,abraham_grampa_simpson,53,86,265,404
abraham_grampa_simpson_0169.jpg,320,464,abraham_grampa_simpson,109,84,308,396
abraham_grampa_simpson_0170.jpg,288,416,abraham_grampa_simpson,41,110,251,409
abraham_grampa_simpson_0171.jpg,320,464,abraham_grampa_simpson,65,94,300,394
abraham_grampa_simpson_0172.jpg,576,416,abraham_grampa_simpson,194,36,517,398
abraham_grampa_simpson_0173.jpg,320,464,abraham_grampa_simpson,111,90,296,392
abraham_grampa_simpson_0174.jpg,288,416,abraham_grampa_simpson,44,124,244,400
abraham_grampa_simpson_0175.jpg,320,464,abraham_grampa_simpson,70,107,303,397
abraham_grampa_simpson_0176.jpg,288,416,abraham_grampa_simpson,25,93,240,406
abraham_grampa_simpson_0177.jpg,288,416,abraham_grampa_simpson,57,120,275,409
abraham_grampa_simpson_0178.jpg,320,464,abraham_grampa_simpson,82,94,303,404
abraham_grampa_simpson_0179.jpg,288,416,abraham_grampa_simpson,11,47,150,405
abraham_grampa_simpson_0180.jpg,288,416,abraham_grampa_simpson,42,48,243,319
abraham_grampa_simpson_0181.jpg,288,416,abraham_grampa_simpson,47,164,220,406
abraham_grampa_simpson_0182.jpg,288,416,abraham_grampa_simpson,21,19,216,363
abraham_grampa_simpson_0183.jpg,288,416,abraham_grampa_simpson,36,89,243,398
abraham_grampa_simpson_0184.jpg,576,416,abraham_grampa_simpson,141,43,371,400
abraham_grampa_simpson_0185.jpg,320,464,abraham_grampa_simpson,92,100,303,399
abraham_grampa_simpson_0186.jpg,288,416,abraham_grampa_simpson,24,83,224,406
abraham_grampa_simpson_0187.jpg,288,416,abraham_grampa_simpson,29,8,213,399
abraham_grampa_simpson_0188.jpg,288,416,abraham_grampa_simpson,26,38,225,288
abraham_grampa_simpson_0189.jpg,288,416,abraham_grampa_simpson,25,37,234,291
abraham_grampa_simpson_0190.jpg,288,416,abraham_grampa_simpson,53,23,276,328
abraham_grampa_simpson_0191.jpg,288,416,abraham_grampa_simpson,6,61,169,407
abraham_grampa_simpson_0192.jpg,320,464,abraham_grampa_simpson,114,82,305,397
abraham_grampa_simpson_0193.jpg,288,416,abraham_grampa_simpson,66,64,252,363
abraham_grampa_simpson_0194.jpg,288,432,abraham_grampa_simpson,121,68,283,413
abraham_grampa_simpson_0195.jpg,576,416,abraham_grampa_simpson,188,8,386,364
abraham_grampa_simpson_0196.jpg,512,384,abraham_grampa_simpson,156,50,359,367
abraham_grampa_simpson_0197.jpg,288,432,abraham_grampa_simpson,129,91,287,425
abraham_grampa_simpson_0198.jpg,512,384,abraham_grampa_simpson,127,32,366,372
abraham_grampa_simpson_0199.jpg,512,384,abraham_grampa_simpson,129,86,259,332
abraham_grampa_simpson_0200.jpg,576,432,abraham_grampa_simpson,144,46,383,392
abraham_grampa_simpson_0201.jpg,256,379,abraham_grampa_simpson,55,46,238,293
abraham_grampa_simpson_0202.jpg,288,416,abraham_grampa_simpson,18,17,258,393
abraham_grampa_simpson_0203.jpg,576,432,abraham_grampa_simpson,128,60,370,414
abraham_grampa_simpson_0204.jpg,576,432,abraham_grampa_simpson,142,53,379,398
abraham_grampa_simpson_0205.jpg,576,432,abraham_grampa_simpson,154,56,378,384
abraham_grampa_simpson_0206.jpg,288,432,abraham_grampa_simpson,62,57,269,388
abraham_grampa_simpson_0207.jpg,576,432,abraham_grampa_simpson,158,19,466,420
abraham_grampa_simpson_0208.jpg,288,416,abraham_grampa_simpson,29,57,271,409
abraham_grampa_simpson_0209.jpg,288,432,abraham_grampa_simpson,3,31,106,286
abraham_grampa_simpson_0210.jpg,512,384,abraham_grampa_simpson,142,42,352,376
abraham_grampa_simpson_0211.jpg,288,432,abraham_grampa_simpson,72,47,270,371
abraham_grampa_simpson_0212.jpg,576,432,abraham_grampa_simpson,184,43,440,421
abraham_grampa_simpson_0213.jpg,288,432,abraham_grampa_simpson,65,38,273,368
abraham_grampa_simpson_0214.jpg,576,432,abraham_grampa_simpson,144,74,399,389
abraham_grampa_simpson_0215.jpg,512,384,abraham_grampa_simpson,129,96,267,323
abraham_grampa_simpson_0216.jpg,576,432,abraham_grampa_simpson,126,72,403,420
abraham_grampa_simpson_0217.jpg,576,416,abraham_grampa_simpson,136,43,455,411
abraham_grampa_simpson_0218.jpg,288,416,abraham_grampa_simpson,15,213,160,406
abraham_grampa_simpson_0219.jpg,320,480,abraham_grampa_simpson,27,20,272,435
abraham_grampa_simpson_0220.jpg,640,480,abraham_grampa_simpson,185,31,500,467
abraham_grampa_simpson_0221.jpg,640,480,abraham_grampa_simpson,193,27,503,468
abraham_grampa_simpson_0222.jpg,320,480,abraham_grampa_simpson,40,27,278,425
abraham_grampa_simpson_0223.jpg,312,352,abraham_grampa_simpson,9,49,141,207
abraham_grampa_simpson_0224.jpg,288,432,abraham_grampa_simpson,33,130,240,424
abraham_grampa_simpson_0225.jpg,640,480,abraham_grampa_simpson,155,42,518,455
abraham_grampa_simpson_0226.jpg,256,384,abraham_grampa_simpson,95,70,239,344
abraham_grampa_simpson_0227.jpg,640,480,abraham_grampa_simpson,170,24,497,464
abraham_grampa_simpson_0228.jpg,320,480,abraham_grampa_simpson,56,27,306,470
abraham_grampa_simpson_0229.jpg,640,480,abraham_grampa_simpson,164,19,498,455
abraham_grampa_simpson_0230.jpg,320,480,abraham_grampa_simpson,11,136,206,406
abraham_grampa_simpson_0231.jpg,320,480,abraham_grampa_simpson,7,41,249,464
abraham_grampa_simpson_0232.jpg,312,352,abraham_grampa_simpson,60,18,284,341
abraham_grampa_simpson_0233.jpg,576,432,abraham_grampa_simpson,155,5,433,306
abraham_grampa_simpson_0234.jpg,256,384,abraham_grampa_simpson,103,76,246,344
abraham_grampa_simpson_0235.jpg,288,432,abraham_grampa_simpson,99,46,286,354
abraham_grampa_simpson_0236.jpg,288,432,abraham_grampa_simpson,54,39,270,378
abraham_grampa_simpson_0237.jpg,288,432,abraham_grampa_simpson,6,133,211,423
abraham_grampa_simpson_0238.jpg,320,480,abraham_grampa_simpson,42,146,278,476
abraham_grampa_simpson_0239.jpg,320,480,abraham_grampa_simpson,21,15,258,470
abraham_grampa_simpson_0240.jpg,312,352,abraham_grampa_simpson,5,3,206,345
abraham_grampa_simpson_0241.jpg,640,480,abraham_grampa_simpson,232,24,525,471
abraham_grampa_simpson_0242.jpg,312,352,abraham_grampa_simpson,124,75,205,167
abraham_grampa_simpson_0243.jpg,624,352,abraham_grampa_simpson,20,11,496,347
abraham_grampa_simpson_0244.jpg,256,384,abraham_grampa_simpson,101,68,233,342
abraham_grampa_simpson_0245.jpg,320,480,abraham_grampa_simpson,19,13,280,432
abraham_grampa_simpson_0246.jpg,640,480,abraham_grampa_simpson,125,15,532,462
abraham_grampa_simpson_0247.jpg,320,480,abraham_grampa_simpson,11,127,208,402
abraham_grampa_simpson_0248.jpg,288,432,abraham_grampa_simpson,46,30,281,369
abraham_grampa_simpson_0249.jpg,624,352,abraham_grampa_simpson,155,17,502,342
abraham_grampa_simpson_0250.jpg,624,352,abraham_grampa_simpson,183,10,458,348
abraham_grampa_simpson_0251.jpg,624,352,abraham_grampa_simpson,144,13,470,344
abraham_grampa_simpson_0252.jpg,576,432,abraham_grampa_simpson,116,10,446,428
abraham_grampa_simpson_0253.jpg,624,352,abraham_grampa_simpson,154,10,444,337
abraham_grampa_simpson_0254.jpg,624,352,abraham_grampa_simpson,126,20,452,333
abraham_grampa_simpson_0255.jpg,640,464,abraham_grampa_simpson,181,43,506,456
abraham_grampa_simpson_0256.jpg,312,352,abraham_grampa_simpson,82,78,187,313
abraham_grampa_simpson_0257.jpg,312,352,abraham_grampa_simpson,43,12,285,343
abraham_grampa_simpson_0258.jpg,312,352,abraham_grampa_simpson,30,20,253,321
abraham_grampa_simpson_0259.jpg,312,352,abraham_grampa_simpson,1,26,158,339
abraham_grampa_simpson_0260.jpg,288,432,abraham_grampa_simpson,97,305,4,39
abraham_grampa_simpson_0261.jpg,288,432,abraham_grampa_simpson,2,17,155,421
abraham_grampa_simpson_0262.jpg,312,352,abraham_grampa_simpson,59,52,264,341
abraham_grampa_simpson_0263.jpg,312,352,abraham_grampa_simpson,183,26,308,335
abraham_grampa_simpson_0264.jpg,320,464,abraham_grampa_simpson,187,52,310,429
abraham_grampa_simpson_0265.jpg,288,432,abraham_grampa_simpson,157,23,281,421
abraham_grampa_simpson_0266.jpg,288,432,abraham_grampa_simpson,5,71,123,416
abraham_grampa_simpson_0267.jpg,320,480,abraham_grampa_simpson,75,168,258,420
abraham_grampa_simpson_0268.jpg,512,384,abraham_grampa_simpson,112,25,373,366
abraham_grampa_simpson_0269.jpg,288,432,abraham_grampa_simpson,23,53,220,296
abraham_grampa_simpson_0270.jpg,312,352,abraham_grampa_simpson,65,85,266,338
abraham_grampa_simpson_0271.jpg,288,432,abraham_grampa_simpson,23,58,221,315
abraham_grampa_simpson_0272.jpg,256,384,abraham_grampa_simpson,37,159,142,337
abraham_grampa_simpson_0273.jpg,288,432,abraham_grampa_simpson,25,13,261,417
abraham_grampa_simpson_0274.jpg,512,384,abraham_grampa_simpson,106,20,390,374
abraham_grampa_simpson_0275.jpg,256,384,abraham_grampa_simpson,27,77,205,370
abraham_grampa_simpson_0276.jpg,288,432,abraham_grampa_simpson,25,86,178,378
abraham_grampa_simpson_0277.jpg,576,432,abraham_grampa_simpson,144,45,441,416
abraham_grampa_simpson_0278.jpg,320,480,abraham_grampa_simpson,69,36,260,414
abraham_grampa_simpson_0279.jpg,640,480,abraham_grampa_simpson,207,40,445,467
abraham_grampa_simpson_0280.jpg,256,384,abraham_grampa_simpson,23,77,198,367
abraham_grampa_simpson_0281.jpg,256,384,abraham_grampa_simpson,109,103,204,309
abraham_grampa_simpson_0282.jpg,256,384,abraham_grampa_simpson,50,114,143,318
abraham_grampa_simpson_0283.jpg,312,352,abraham_grampa_simpson,87,98,260,340
abraham_grampa_simpson_0284.jpg,576,432,abraham_grampa_simpson,186,81,390,414
abraham_grampa_simpson_0285.jpg,256,384,abraham_grampa_simpson,33,167,177,343
abraham_grampa_simpson_0286.jpg,256,384,abraham_grampa_simpson,30,163,173,332
abraham_grampa_simpson_0288.jpg,312,352,abraham_grampa_simpson,57,73,263,338
abraham_grampa_simpson_0289.jpg,256,384,abraham_grampa_simpson,20,67,195,362
abraham_grampa_simpson_0291.jpg,288,432,abraham_grampa_simpson,169,63,284,292
abraham_grampa_simpson_0292.jpg,288,432,abraham_grampa_simpson,148,64,286,303
abraham_grampa_simpson_0293.jpg,256,384,abraham_grampa_simpson,41,60,200,331
abraham_grampa_simpson_0296.jpg,576,432,abraham_grampa_simpson,229,49,376,273
abraham_grampa_simpson_0297.jpg,512,384,abraham_grampa_simpson,209,78,306,221
abraham_grampa_simpson_0298.jpg,256,384,abraham_grampa_simpson,62,142,158,252
abraham_grampa_simpson_0300.jpg,576,432,abraham_grampa_simpson,191,44,417,334
abraham_grampa_simpson_0301.jpg,576,416,abraham_grampa_simpson,146,50,393,399
abraham_grampa_simpson_0302.jpg,288,428,abraham_grampa_simpson,1,23,150,405
abraham_grampa_simpson_0304.jpg,576,416,abraham_grampa_simpson,4,1,506,405
abraham_grampa_simpson_0308.jpg,256,384,abraham_grampa_simpson,35,56,133,220
abraham_grampa_simpson_0313.jpg,256,384,abraham_grampa_simpson,50,52,215,254
abraham_grampa_simpson_0315.jpg,256,384,abraham_grampa_simpson,48,128,200,314
abraham_grampa_simpson_0320.jpg,288,416,abraham_grampa_simpson,137,12,286,384
abraham_grampa_simpson_0321.jpg,576,416,abraham_grampa_simpson,428,412,1,4
abraham_grampa_simpson_0324.jpg,320,352,abraham_grampa_simpson,3,20,150,197
abraham_grampa_simpson_0325.jpg,640,480,abraham_grampa_simpson,166,7,553,464
abraham_grampa_simpson_0326.jpg,320,480,abraham_grampa_simpson,10,36,194,344
abraham_grampa_simpson_0327.jpg,320,352,abraham_grampa_simpson,59,45,199,219
abraham_grampa_simpson_0333.jpg,320,352,abraham_grampa_simpson,139,15,225,187
abraham_grampa_simpson_0336.jpg,576,432,abraham_grampa_simpson,208,33,385,331
abraham_grampa_simpson_0337.jpg,288,432,abraham_grampa_simpson,65,68,182,273
abraham_grampa_simpson_0338.jpg,288,432,abraham_grampa_simpson,82,28,232,275
abraham_grampa_simpson_0339.jpg,288,432,abraham_grampa_simpson,189,30,282,418
abraham_grampa_simpson_0340.jpg,624,352,abraham_grampa_simpson,251,11,532,328
abraham_grampa_simpson_0342.jpg,312,352,abraham_grampa_simpson,162,55,268,244
abraham_grampa_simpson_0344.jpg,288,432,abraham_grampa_simpson,131,17,238,212
abraham_grampa_simpson_0345.jpg,624,352,abraham_grampa_simpson,234,1,429,338
abraham_grampa_simpson_0346.jpg,312,352,abraham_grampa_simpson,209,45,296,214
abraham_grampa_simpson_0349.jpg,640,480,abraham_grampa_simpson,246,20,405,333
abraham_grampa_simpson_0350.jpg,320,480,abraham_grampa_simpson,164,72,281,266
abraham_grampa_simpson_0351.jpg,312,352,abraham_grampa_simpson,104,28,305,309
abraham_grampa_simpson_0352.jpg,320,480,abraham_grampa_simpson,102,11,256,359
abraham_grampa_simpson_0354.jpg,320,480,abraham_grampa_simpson,124,19,291,245
abraham_grampa_simpson_0365.jpg,288,432,abraham_grampa_simpson,71,68,248,306
abraham_grampa_simpson_0366.jpg,288,432,abraham_grampa_simpson,85,9,231,272
abraham_grampa_simpson_0367.jpg,576,432,abraham_grampa_simpson,262,3,515,386
abraham_grampa_simpson_0368.jpg,288,432,abraham_grampa_simpson,19,5,282,350
abraham_grampa_simpson_0369.jpg,288,432,abraham_grampa_simpson,72,65,246,283
abraham_grampa_simpson_0370.jpg,288,432,abraham_grampa_simpson,17,4,283,393
