path ,class ,xmin,ymin,xmax,ymax
./characters/abraham_grampa_simpson/pic_0210.jpg,abraham_grampa_simpson,142,42,352,376
./characters/abraham_grampa_simpson/pic_0211.jpg,abraham_grampa_simpson,72,47,270,371
./characters/abraham_grampa_simpson/pic_0212.jpg,abraham_grampa_simpson,184,43,440,421
./characters/abraham_grampa_simpson/pic_0213.jpg,abraham_grampa_simpson,65,38,273,368
./characters/abraham_grampa_simpson/pic_0214.jpg,abraham_grampa_simpson,144,74,399,389
./characters/abraham_grampa_simpson/pic_0215.jpg,abraham_grampa_simpson,129,96,267,323
./characters/abraham_grampa_simpson/pic_0216.jpg,abraham_grampa_simpson,126,72,403,420
./characters/abraham_grampa_simpson/pic_0217.jpg,abraham_grampa_simpson,136,43,455,411
./characters/abraham_grampa_simpson/pic_0218.jpg,abraham_grampa_simpson,15,213,160,406
./characters/abraham_grampa_simpson/pic_0219.jpg,abraham_grampa_simpson,27,20,272,435
./characters/abraham_grampa_simpson/pic_0220.jpg,abraham_grampa_simpson,185,31,500,467
./characters/abraham_grampa_simpson/pic_0221.jpg,abraham_grampa_simpson,193,27,503,468
./characters/abraham_grampa_simpson/pic_0222.jpg,abraham_grampa_simpson,40,27,278,425
./characters/abraham_grampa_simpson/pic_0223.jpg,abraham_grampa_simpson,9,49,141,207
./characters/abraham_grampa_simpson/pic_0224.jpg,abraham_grampa_simpson,33,130,240,424
./characters/abraham_grampa_simpson/pic_0225.jpg,abraham_grampa_simpson,155,42,518,455
./characters/abraham_grampa_simpson/pic_0226.jpg,abraham_grampa_simpson,95,70,239,344
./characters/abraham_grampa_simpson/pic_0227.jpg,abraham_grampa_simpson,170,24,497,464
./characters/abraham_grampa_simpson/pic_0228.jpg,abraham_grampa_simpson,56,27,306,470
./characters/abraham_grampa_simpson/pic_0229.jpg,abraham_grampa_simpson,164,19,498,455
./characters/abraham_grampa_simpson/pic_0230.jpg,abraham_grampa_simpson,11,136,206,406
./characters/abraham_grampa_simpson/pic_0231.jpg,abraham_grampa_simpson,7,41,249,464
./characters/abraham_grampa_simpson/pic_0232.jpg,abraham_grampa_simpson,60,18,284,341
./characters/abraham_grampa_simpson/pic_0233.jpg,abraham_grampa_simpson,155,5,433,306
./characters/abraham_grampa_simpson/pic_0234.jpg,abraham_grampa_simpson,103,76,246,344
./characters/abraham_grampa_simpson/pic_0235.jpg,abraham_grampa_simpson,99,46,286,354
./characters/abraham_grampa_simpson/pic_0236.jpg,abraham_grampa_simpson,54,39,270,378
./characters/abraham_grampa_simpson/pic_0237.jpg,abraham_grampa_simpson,6,133,211,423
./characters/abraham_grampa_simpson/pic_0238.jpg,abraham_grampa_simpson,42,146,278,476
./characters/abraham_grampa_simpson/pic_0239.jpg,abraham_grampa_simpson,21,15,258,470
./characters/abraham_grampa_simpson/pic_0240.jpg,abraham_grampa_simpson,5,3,206,345
./characters/abraham_grampa_simpson/pic_0241.jpg,abraham_grampa_simpson,232,24,525,471
./characters/abraham_grampa_simpson/pic_0242.jpg,abraham_grampa_simpson,124,75,205,167
./characters/abraham_grampa_simpson/pic_0243.jpg,abraham_grampa_simpson,20,11,496,347
./characters/abraham_grampa_simpson/pic_0244.jpg,abraham_grampa_simpson,101,68,233,342
./characters/abraham_grampa_simpson/pic_0245.jpg,abraham_grampa_simpson,19,13,280,432
./characters/abraham_grampa_simpson/pic_0246.jpg,abraham_grampa_simpson,125,15,532,462
./characters/abraham_grampa_simpson/pic_0247.jpg,abraham_grampa_simpson,11,127,208,402
./characters/abraham_grampa_simpson/pic_0248.jpg,abraham_grampa_simpson,46,30,281,369
./characters/abraham_grampa_simpson/pic_0249.jpg,abraham_grampa_simpson,155,17,502,342
./characters/abraham_grampa_simpson/pic_0250.jpg,abraham_grampa_simpson,183,10,458,348
./characters/abraham_grampa_simpson/pic_0251.jpg,abraham_grampa_simpson,144,13,470,344
./characters/abraham_grampa_simpson/pic_0252.jpg,abraham_grampa_simpson,116,10,446,428
./characters/abraham_grampa_simpson/pic_0253.jpg,abraham_grampa_simpson,154,10,444,337
./characters/abraham_grampa_simpson/pic_0254.jpg,abraham_grampa_simpson,126,20,452,333
./characters/abraham_grampa_simpson/pic_0255.jpg,abraham_grampa_simpson,181,43,506,456
./characters/abraham_grampa_simpson/pic_0256.jpg,abraham_grampa_simpson,82,78,187,313
./characters/abraham_grampa_simpson/pic_0257.jpg,abraham_grampa_simpson,43,12,285,343
./characters/abraham_grampa_simpson/pic_0258.jpg,abraham_grampa_simpson,30,20,253,321
./characters/abraham_grampa_simpson/pic_0259.jpg,abraham_grampa_simpson,1,26,158,339
./characters/abraham_grampa_simpson/pic_0260.jpg,abraham_grampa_simpson,97,305,4,39
./characters/abraham_grampa_simpson/pic_0261.jpg,abraham_grampa_simpson,2,17,155,421
./characters/abraham_grampa_simpson/pic_0262.jpg,abraham_grampa_simpson,59,52,264,341
./characters/abraham_grampa_simpson/pic_0263.jpg,abraham_grampa_simpson,183,26,308,335
./characters/abraham_grampa_simpson/pic_0264.jpg,abraham_grampa_simpson,187,52,310,429
./characters/abraham_grampa_simpson/pic_0265.jpg,abraham_grampa_simpson,157,23,281,421
./characters/abraham_grampa_simpson/pic_0266.jpg,abraham_grampa_simpson,5,71,123,416
./characters/abraham_grampa_simpson/pic_0267.jpg,abraham_grampa_simpson,75,168,258,420
./characters/abraham_grampa_simpson/pic_0268.jpg,abraham_grampa_simpson,112,25,373,366
./characters/abraham_grampa_simpson/pic_0269.jpg,abraham_grampa_simpson,23,53,220,296
./characters/abraham_grampa_simpson/pic_0270.jpg,abraham_grampa_simpson,65,85,266,338
./characters/abraham_grampa_simpson/pic_0271.jpg,abraham_grampa_simpson,23,58,221,315
./characters/abraham_grampa_simpson/pic_0272.jpg,abraham_grampa_simpson,37,159,142,337
./characters/abraham_grampa_simpson/pic_0273.jpg,abraham_grampa_simpson,25,13,261,417
./characters/abraham_grampa_simpson/pic_0274.jpg,abraham_grampa_simpson,106,20,390,374
./characters/abraham_grampa_simpson/pic_0275.jpg,abraham_grampa_simpson,27,77,205,370
./characters/abraham_grampa_simpson/pic_0276.jpg,abraham_grampa_simpson,25,86,178,378
./characters/abraham_grampa_simpson/pic_0277.jpg,abraham_grampa_simpson,144,45,441,416
./characters/abraham_grampa_simpson/pic_0278.jpg,abraham_grampa_simpson,69,36,260,414
./characters/abraham_grampa_simpson/pic_0279.jpg,abraham_grampa_simpson,207,40,445,467
./characters/abraham_grampa_simpson/pic_0280.jpg,abraham_grampa_simpson,23,77,198,367
./characters/abraham_grampa_simpson/pic_0281.jpg,abraham_grampa_simpson,109,103,204,309
./characters/abraham_grampa_simpson/pic_0282.jpg,abraham_grampa_simpson,50,114,143,318
./characters/abraham_grampa_simpson/pic_0283.jpg,abraham_grampa_simpson,87,98,260,340
./characters/abraham_grampa_simpson/pic_0284.jpg,abraham_grampa_simpson,186,81,390,414
./characters/abraham_grampa_simpson/pic_0285.jpg,abraham_grampa_simpson,33,167,177,343
./characters/abraham_grampa_simpson/pic_0286.jpg,abraham_grampa_simpson,30,163,173,332
./characters/abraham_grampa_simpson/pic_0288.jpg,abraham_grampa_simpson,57,73,263,338
./characters/abraham_grampa_simpson/pic_0289.jpg,abraham_grampa_simpson,20,67,195,362
./characters/abraham_grampa_simpson/pic_0291.jpg,abraham_grampa_simpson,169,63,284,292
./characters/abraham_grampa_simpson/pic_0292.jpg,abraham_grampa_simpson,148,64,286,303
./characters/abraham_grampa_simpson/pic_0293.jpg,abraham_grampa_simpson,41,60,200,331
./characters/abraham_grampa_simpson/pic_0296.jpg,abraham_grampa_simpson,229,49,376,273
./characters/abraham_grampa_simpson/pic_0297.jpg,abraham_grampa_simpson,209,78,306,221
./characters/abraham_grampa_simpson/pic_0298.jpg,abraham_grampa_simpson,62,142,158,252
./characters/abraham_grampa_simpson/pic_0300.jpg,abraham_grampa_simpson,191,44,417,334
./characters/abraham_grampa_simpson/pic_0301.jpg,abraham_grampa_simpson,146,50,393,399
./characters/abraham_grampa_simpson/pic_0302.jpg,abraham_grampa_simpson,1,23,150,405
./characters/abraham_grampa_simpson/pic_0304.jpg,abraham_grampa_simpson,4,1,506,405
./characters/abraham_grampa_simpson/pic_0308.jpg,abraham_grampa_simpson,35,56,133,220
./characters/abraham_grampa_simpson/pic_0313.jpg,abraham_grampa_simpson,50,52,215,254
./characters/abraham_grampa_simpson/pic_0315.jpg,abraham_grampa_simpson,48,128,200,314
./characters/abraham_grampa_simpson/pic_0320.jpg,abraham_grampa_simpson,137,12,286,384
./characters/abraham_grampa_simpson/pic_0321.jpg,abraham_grampa_simpson,428,412,1,4
./characters/abraham_grampa_simpson/pic_0324.jpg,abraham_grampa_simpson,3,20,150,197
./characters/abraham_grampa_simpson/pic_0325.jpg,abraham_grampa_simpson,166,7,553,464
./characters/abraham_grampa_simpson/pic_0326.jpg,abraham_grampa_simpson,10,36,194,344
./characters/abraham_grampa_simpson/pic_0327.jpg,abraham_grampa_simpson,59,45,199,219
